petition_id,people,government,child,school,country,leave,public,allow,service,change,right,british,health,cause,family,support,increase,referendum,currently,parent
1754a164833cfa5e47c6e92b195e1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f29d0c282105feca814d25dc1d23db47,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a4d57e20d85089b7a3f76fd7f041726,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b818f6dad17abf336600c143a0e22b66,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
f0d00cc02d13311d3142dedcdd3cea3b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623e6d2129d4a190d4ae253564c962ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cf9ed64c995dcfefcd7497204d62b29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec35ce4ed5f6c976ad084488e2dbe21c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51595c2806e554366757f1e90c16dd5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c6e707125a07f51df877c7c647e0d5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b31c743bf6b8e6fdbcdfc188c8a8ba7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4bf50be9c94a7773922b99ec4103c1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1da497da1c1e94ec3ea7df263833bcce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4d850dad0b5ac7d5c6998e7e181f8a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f39703d587737db1cd91fd66abf75e5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1
34cb123e023060c066cea1a7381f04e9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c2bd650f095b023efac762d7392784c8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01554abe43a481df8c554565d8cb8f60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ad5f602fab87769ba2311f2528f7518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99de7f6e8508bddff2ced96f4a62a946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9de78fb910c1e4ad6e682177a8914870,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
f5a737d1ab607f32b0fb3a27c64e24a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7a304509b986e94435c83917ad19736,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
61859e5173e1f1001d7be3629f9a0a48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ff4c148f323ae293625f959a05894fb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ecf0e0d5a73dd32d7be392e919f8fa2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3d3f1e8eda4a8c0bc6d34d5c63f653f6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
c85cbd70a193b28901902cf213090182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11e387c8e29d8f682658fe1c9eed5bda,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7d0e6c58118ada7a6fefe906cdfdbe74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33284042d47eade3874ebb38295c36a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120ecaca84dad7393a6ee48310003bfd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
00f6fe2da8aa5c886adae937c78881f3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
319618f4bbc9491ec21550ca93d5be20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d2e5646492d44b91a1245762a758635,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
44830268ab9f224397d8974fd0ae0be0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd498080ebcfb68d4f1e86eb2c96329f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9b21451e6a47ea8b645720e1d38951bf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8bc06139611cbe9494c2d37a227a73d5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08ec766a671b875586db272f36f212b8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45a2d1f73df2f03b78a136edfc5b71a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
f94b806b280f7a3fad7c33376dc93755,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
723f6086f6ad38db775c83a150aca8a3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
b9d8a452f72143e89f322e997e5aaf67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c219faf13875e9a220928bc3c0637e4d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9b433ce85f7189406def0ce504343a07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5af26c9598c212c6c6cc4183a9552f70,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3c14840ca43fcc29e2bcf390e7b9dceb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43f84a464de5013cd48b415af9a955d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de6f50be3751f562520065cf24e6cd9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a76319fb57074e3d0bfe2c9b4906732,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06f154ac6f34bd9903e227c52d237f69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17de3c3e33ce647372666f878ed0481d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d1f82e2beed7e4406386d7a3cca2b85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
045b324b8c773b8bc843d780657fcd57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18a011f6b42386f96d8724e893fc1a1f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90208f280e130bd943ec19b4f3418815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a483ac6fa3331f8f2eb9b7c6ef4bd1a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
69368510d1fbd37549efaa5327d5464a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcf8c25606202c3e0b90bb8ab4b97554,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
16089ea83324902890324a1c236d703a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1939e196b27538a46351b7f434ff3339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c05952c28b0a8dbe415aa4a7f5812342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d46be4ecbed141721d9750935f4806f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea3fa39623d8853bc37efd4752ff543d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4419c9f1db0d967c37f1dfcb80af77d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36bc149f1df18976c13bf4c7b73794e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fff043820de0493b259c955e180d27b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5ded47bc817289c3785ac43d1b7c8b85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39f9f7548a206bb2ee69757febfdacda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426738b87c99bafa970358a3c1ede9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
b3cd1ec6ba29dfba12b947b16da318d5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b5859cbe8a86827894071d9f64340c04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33bbe9eddebd81690bb748dc279e3b2d,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
fa226f10e01957d9d591c64a23b71d58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28fb453ca96678ebb849995f776417e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9f2fdcfb2cf618585977ee19517e9f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02a77763e54022cc59bc66b7edf3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b2ca024c714a37df258a1674ea87a36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd9bf20885eae896016de1c5266974bb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84bf886b25a6b8098dcd71b4159e9448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
f9370571f22cc4636e28d9265cb4caef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aac1db1784c35a79f24992ceb007db1f,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9029e91ce35f0ddd7a1e6480c12b97e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167085d2d97ff91045d12adce72dc7e3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
fea50c2be0f69d2a3d164f3bbbd1a35e,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
42961c0ad956bb6c6ab4b9ca99bed9d8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd13a6bda217da1a41815f82fb3a35a5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
256d3f03d6077f27a5f41780083c0db5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9aca60452d2126e97bcd94daee1f5e98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ea5a2961fabfabcc9a68cacd279a166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0be6154a4a5e67f6d9ca5ffc3a6945a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f384fad949ac322e3a2e6b06b99c1db0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd5d486e51ef6664362cfe5b7b49a092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
93eb017a8e52c25463b213bc477b6e3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62129ac13ad4d191e253693573304cb8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3c15ee0381dc79ef38d560bd0c905348,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1e0f3e76ea4ec099888abe408e6ac904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7a505e5f6aae89b6e7c75e83132fc0a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed14b9c0f494898d9e9161d3e6a765bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7f6017b452c8b4ffeea263b186ed7a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381d2098ccb3daf2995e625d34239d3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
09234d36d965f635535a4e4bca9d7e76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dcdc33409f94dd0e2aec5ca9c674c78e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0638f3e503a12cdec2f4be96d32995fe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
e6b9d467ce2c0c3592e33a2fa6b08b92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
664ec3ba9cd22599b0e4663f829e9840,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526d9e8b8063148c2f0efdc100cd9aef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96ca49affebb618c8b90e51f24297b4a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a59db378ad299be478ad2ef6337cc18f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e74b9403e6f0f2b31d0e1f90dcfd11a,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5f0ea39f2a6cf21b46760b0c84e93b7b,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
e2db187a395bd2e57888a1fa2799365e,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810f77295f14904673f740893945c22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a2d9b348ea46d4ee00a8d6a5c1f505a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a862239f887c661a8055da66cd1252cc,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165ab73b9cf575b9f9c69a31ac087378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021e7625e53e034bed6d632e83dfc20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0a7b771a40708d4ca72523f293d76f5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0a69cb2b9554541fe57a1dc6c0d53768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5b3482ae3fd5e375599f2819bffc23a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3736292cae0d6865890074c5842f1b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d9cc9f3d20a3efd10d428a78188a8df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d24aa3d2f2324cf39e323c7c8d7547d2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53de97125f0c24607e409ce01a47d862,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5a2d117342a16a337c25dc3a68d265cf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6058c035f9d93c2540e4358956e9370d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e734c9b62ad107449e1972840aa5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8260419583c128637a732cab3c57ede2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f95f6af6e5e9f8e08153d32a1b018ab,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
090f47de3275e43626e1388bcbd44792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc8c0e14db56a8f4775b4922c35f766c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db02e841359f6a60c6a10283c1462ee8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447db4f082566b90dfbb63a18f7cb88b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dae23c663d0150b08da5d2d41a986b5f,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9d186a05db0180ff79c1bf17f499209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20b9e8a68e54342cf1e2a725cc0e988c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874ab1b57646eb7dd2d8a1d664c690a6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e4be0f5ff10b1160b683b01c62e58941,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
958354ab225543b726bc455c900e1923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83f9442133048cdf148857a758ae8138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c80325692bcccef109e5a11574a01053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83a0119836279ba93dc23dfacf773ede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762008433f158a394d4ed450fb99541a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcbda07a7b55163c6df2b30573f39df9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badef2bb51335b18124784c769d32681,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0
d5ed750c2bd943367acd9043371bfc26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838e937de4d085cda88b0c549bf3876,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
366563d456ea25f4c50f1df71e471e7f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201c05b0512f73aa84d29405f9825477,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
a2bfcbcbe81792a234d3883813cd4aa3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31e8b375b5c33cc80e8f6767e6cb7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506feed367a30134418f232d6a1f35ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2945fa70dbd6ee1a26bd6fe4278ccf0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6823674edc070bd3f12a5a6366f30af6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
e4b16976c734b11773a63484ff47366e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786c16f915544f8265af2d4b70c4764,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
219d93bafefd8e2a9bfda3f986db126b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bfda778504002a98f88d2b54772c2f40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59d5cf20fdaad68525dba11a292a0eca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f1d03beb41ff156100d0c657446c78f,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
09783a31abcd5e2aad66212e1e08bc93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a6c28b384db9b6e47026bdf638767aca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a12b4938a760cb6d4e2c9d13f72d337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479a2e38e3713aae5d7571ea9f81896c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7156087a201f60688c0f0789aefa5f74,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b03e87dacf56f567d7aeeb0621bf2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130698426ff3a1506c177295ed05f01c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386b080b9e825d1955b1f2823eee20e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebf82cb27ebec0c9d69fba8a0799d148,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
669566858fc36ee63c0b8061624f3a95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1d6dcc38224cb647596b904265c1c97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6f7487fc7abee853b52a3d64d385c0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7efa17fb2e26b549424d83b6230c8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93eea4ad48f2d387d56f99c0f0c9a406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d35292566763c3c5c3c60e791919a5b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac80401ff180bcf57a46cb6c45a4db09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618d1a6f6aca4b04368b9f719579c8a2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48851768897e5925fa7157592662dbbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dab9e6ee275d0b518766f4eb285f3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852ebfef187539d7e8e9cf799c75161d,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261b48b7e79590c446b0dc37dc17c0b6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e45c1597faa3bf097e74fb24874ea8b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa4ee1e5fdf4d448d5f3544771ed0697,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
109bcbefa4e380f110c358c731c78bb5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16905b4ecbba83f046199c09921ce1a5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cf59d38d51d1fc8b79264ea0bf0aaf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02b684c173d28aa7f5e59c02618cfbc5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a670d2a5fbdba69c1e85d58b8fe1654e,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5d5cca86f21e7e49c4c695f97eed8497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a24fa7cc95656a0963aeaaae6e397da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
